ProviderId,SKU,PRICE
292,LIC2127PHI,107099.0
292,RCL0080ATM,78099.0
292,TOS8222DAE,64399.0
292,HOR0160DAE,169799.0
292,FRE0400OST,239999.0
292,FAH7323DAE,256499.0
292,LIC9216DAE,61499.0
292,CAF0045NES,780099.0
292,COF7819DAE,126899.0
292,PRO0002EPS,1170999.0
292,NOT0016HEW,3897799.0
292,PRO0186EPS,1084599.0
292,PAR5030JBL,519999.0
292,AUR2503MOT,67099.0
292,AUR4000SSG,276299.0
292,COC5819FLO,650999.0
292,LAV4741CAN,1052699.0
292,LSR9016SSG,1981899.0
292,LSR0808ETX,1506399.0
292,LSR9014SSG,2183499.0
292,LSR9017SSG,2071499.0
292,VEN0011CRI,110899.0
292,VEN2023PLO,115599.0
292,HEL2370SSG,4926899.0
292,HEL2371SSG,6046599.0
292,HEL1887CNQ,784499.0
292,KIT0013XIA,477399.0
292,KIT1031ALC,128799.0
292,ROT1500ADV,220399.0
292,SIE4000ADV,89799.0
292,TOR1350ADV,98699.0
292,AMO0020ADV,358399.0
292,LIJ0300ADV,110199.0
292,SIE7100ADV,143999.0
292,TEL8686LGL,6751499.0
